PARAMETER ID @ COMMENT,16065@TARA_barcode#,16065@BioSamples accession number (SAMEA#),16065@ENA sample accession number (ERS#),102005@TARA_station#,500000@TARA_event-datetime_station#_event-type,"139620@[abbreviation], full name (ENVO:ID) from which this sample was collected",139619@from which this sample was collected,3@from which this sample was collected,4@from which this sample was collected,139766@used on board to prepare samples,139765@used on board to prepare samples,145407@TARA_station#_environmental-feature_size-fraction,"16119@short label describing the target analysis (BGC=biogeochemistry, IMG=imaging, SEQ=sequencing), methodological specificity (e.g. volume, time, preservative, destination), and size fraction (N=sample material collected with a net, W=water collected with a pump/bottles/bucket, CW=water concentrated by tangential filtration)",790@TARA_event-datetime_station#_event-type_environmental-feature_(depth)_protocol-label_size-fraction_sample-barcode,@ENA study accession number (PRJ#),@nucleic acids preparation ,@18S and 16S rDNA amplicons generation,@Illumina libraries preparation,54242@library name,@ENA experiment accession number (ERX#),@ENA run accession number (ERR#),@ENA run alias,54242@nucleotides data file (fastq format) from ENA's sequence read archive ,54242@nucleotides data file from ENA's sequence read archive ,,,,,,,,,,
PARAMETER,Sample ID,Sample ID,Sample ID,Station label,Event label,Environmental feature,"Depth, nominal","Depth, top/min","Depth, bottom/max","Size fraction, lower threshold","Size fraction, upper threshold",Sample material,Sample method,Sample code/label,Analysis ID,Analysis method,Analysis method,Analysis method,Analysis label,Analysis ID,Analysis ID,Analysis label,Uniform resource locator/link to metadata file,Uniform resource locator/link to metadata file,,,,,,,,,,
PI,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Alberti,Alberti,Alberti,Alberti,pesant,Alberti,Alberti,Alberti,pesant,pesant,,,,,,,,,,
METHOD,"registered at PANGAEA, Data Publisher for Earth and Environmental Science (www.pangaea.de)",registered at the BioSamples database (http://www.ebi.ac.uk/biosamples/),registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),"registered at PANGAEA, Data Publisher for Earth and Environmental Science (www.pangaea.de)","registered at PANGAEA, Data Publisher for Earth and Environmental Science (www.pangaea.de)","terms registered at EnvO, the Environmental Ontology (http://environmentontology.org/)",,,,described in (Pesant et al. 2017),described in (Pesant et al. 2017),,described in (Pesant et al. 2017),,registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),,,,,registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),published at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),published at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),,,,,,,,,,
COMMENT,TARA_barcode#,BioSamples accession number (SAMEA#),ENA sample accession number (ERS#),TARA_station#,TARA_event-datetime_station#_event-type,"[abbreviation], full name (ENVO:ID) from which this sample was collected",from which this sample was collected,from which this sample was collected,from which this sample was collected,used on board to prepare samples,used on board to prepare samples,TARA_station#_environmental-feature_size-fraction,"short label describing the target analysis (BGC=biogeochemistry, IMG=imaging, SEQ=sequencing), methodological specificity (e.g. volume, time, preservative, destination), and size fraction (N=sample material collected with a net, W=water collected with a pump/bottles/bucket, CW=water concentrated by tangential filtration)",TARA_event-datetime_station#_event-type_environmental-feature_(depth)_protocol-label_size-fraction_sample-barcode,ENA study accession number (PRJ#),nucleic acids preparation ,18S and 16S rDNA amplicons generation,Illumina libraries preparation,library name,ENA experiment accession number (ERX#),ENA run accession number (ERR#),ENA run alias,nucleotides data file (fastq format) from ENA's sequence read archive ,nucleotides data file from ENA's sequence read archive ,,,,,,,,,,
2859,TARA_N000001319,SAMEA2621748,ERS491359,TARA_091,TARA_20110225T1242Z_091_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,5,TARA_091_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20110225T1242Z_091_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000001319,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQHOSW_r1,ERX1823090,ERR1755988,run_ARG_BQHOSW_3_64TC8AAXX.IND8,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/008/ERR1755988/ERR1755988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/008/ERR1755988/ERR1755988_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/008/ERR1755988,,,,,,,,,,
2860,TARA_N000001319,SAMEA2621748,ERS491359,TARA_091,TARA_20110225T1242Z_091_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,5,TARA_091_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20110225T1242Z_091_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000001319,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQHOSW_r1,ERX1823188,ERR1755883,run_ARG_BQHOSW_6_66109AAXX.IND8,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/003/ERR1755883/ERR1755883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/003/ERR1755883/ERR1755883_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/003/ERR1755883,,,,,,,,,,
2861,TARA_N000001321,SAMEA2732238,ERS491377,TARA_091,TARA_20110225T1532Z_091_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,5,20,TARA_091_SRF_5-20,SEQ-(500mL-or-15min)_N5-20,TARA_20110225T1532Z_091_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001321,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQIOSW_r1,ERX1823193,ERR1756042,run_ARG_BQIOSW_1_64TC8AAXX.IND6,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/002/ERR1756042/ERR1756042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/002/ERR1756042/ERR1756042_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/002/ERR1756042,,,,,,,,,,
2862,TARA_N000001323,SAMEA2732187,ERS491372,TARA_091,TARA_20110225T1417Z_091_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,20,180,TARA_091_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20110225T1417Z_091_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001323,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQKOSW_r1,ERX1823007,ERR1756097,run_ARG_BQKOSW_1_64TC8AAXX.IND7,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/007/ERR1756097/ERR1756097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/007/ERR1756097/ERR1756097_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/007/ERR1756097,,,,,,,,,,
2863,TARA_N000001323,SAMEA2732187,ERS491372,TARA_091,TARA_20110225T1417Z_091_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,20,180,TARA_091_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20110225T1417Z_091_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001323,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQKOSW_r1,ERX1823107,ERR1755882,run_ARG_BQKOSW_1_66304AAXX.IND7,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/002/ERR1755882/ERR1755882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/002/ERR1755882/ERR1755882_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/002/ERR1755882,,,,,,,,,,
2864,TARA_N000001325,SAMEA2732161,ERS491368,TARA_091,TARA_20110225T1326Z_091_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,180,2000,TARA_091_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20110225T1326Z_091_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001325,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQLOSW_r1,ERX1940300,ERR1879698,run_ARG_BQLOSW_3_66304AAXX.IND8,ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1879698/ERR1879698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1879698/ERR1879698_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR187/008/ERR1879698,,,,,,,,,,
2865,TARA_N000001325,SAMEA2732161,ERS491368,TARA_091,TARA_20110225T1326Z_091_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,180,2000,TARA_091_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20110225T1326Z_091_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001325,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQLOSW_r1,ERX1940417,ERR1879699,run_ARG_BQLOSW_1_64TC8AAXX.IND8,ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1879699/ERR1879699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1879699/ERR1879699_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR187/009/ERR1879699,,,,,,,,,,
2866,TARA_N000001299,SAMEA2621772,ERS491398,TARA_092,TARA_20110226T1201Z_092_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),9,3,15,0.8,5,TARA_092_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20110226T1201Z_092_EVENT_PUMP_SRF_(9m)_SEQ-(100L-or-15min)_W0.8-5_N000001299,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQMOSW_r1,ERX1823055,ERR1755935,run_ARG_BQMOSW_7_64TAMAAXX.IND10,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/005/ERR1755935/ERR1755935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/005/ERR1755935/ERR1755935_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/005/ERR1755935,,,,,,,,,,
2867,TARA_N000001299,SAMEA2621772,ERS491398,TARA_092,TARA_20110226T1201Z_092_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),9,3,15,0.8,5,TARA_092_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20110226T1201Z_092_EVENT_PUMP_SRF_(9m)_SEQ-(100L-or-15min)_W0.8-5_N000001299,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQMOSW_r1,ERX1823205,ERR1756300,run_ARG_BQMOSW_3_66109AAXX.IND10,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/000/ERR1756300/ERR1756300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/000/ERR1756300/ERR1756300_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/000/ERR1756300,,,,,,,,,,
2868,TARA_N000001301,SAMEA2732696,ERS491417,TARA_092,TARA_20110226T1440Z_092_EVENT_NET,[SRF] surface water layer (ENVO:00010504),9,3,15,5,20,TARA_092_SRF_5-20,SEQ-(500mL-or-15min)_N5-20,TARA_20110226T1440Z_092_EVENT_NET_SRF_(9m)_SEQ-(500mL-or-15min)_N5-20_N000001301,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQNOSW_r1,ERX1822921,ERR1756216,run_ARG_BQNOSW_6_66109AAXX.IND9,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/006/ERR1756216/ERR1756216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/006/ERR1756216/ERR1756216_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/006/ERR1756216,,,,,,,,,,
2869,TARA_N000001301,SAMEA2732696,ERS491417,TARA_092,TARA_20110226T1440Z_092_EVENT_NET,[SRF] surface water layer (ENVO:00010504),9,3,15,5,20,TARA_092_SRF_5-20,SEQ-(500mL-or-15min)_N5-20,TARA_20110226T1440Z_092_EVENT_NET_SRF_(9m)_SEQ-(500mL-or-15min)_N5-20_N000001301,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQNOSW_r1,ERX1823087,ERR1755918,run_ARG_BQNOSW_3_64TC8AAXX.IND9,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/008/ERR1755918/ERR1755918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/008/ERR1755918/ERR1755918_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/008/ERR1755918,,,,,,,,,,
2870,TARA_N000001309,SAMEA2621768,ERS491394,TARA_092,TARA_20110226T1201Z_092_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),9,3,15,0.8,>0.8,TARA_092_SRF_0.8->,SEQ-(100L-or-15min)_W>0.8,TARA_20110226T1201Z_092_EVENT_PUMP_SRF_(9m)_SEQ-(100L-or-15min)_W>0.8_N000001309,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQPOSW_r1,ERX1940214,ERR1879730,run_ARG_BQPOSW_1_64TALAAXX.IND9,ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1879730/ERR1879730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1879730/ERR1879730_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR187/000/ERR1879730,,,,,,,,,,
2871,TARA_N000001309,SAMEA2621768,ERS491394,TARA_092,TARA_20110226T1201Z_092_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),9,3,15,0.8,>0.8,TARA_092_SRF_0.8->,SEQ-(100L-or-15min)_W>0.8,TARA_20110226T1201Z_092_EVENT_PUMP_SRF_(9m)_SEQ-(100L-or-15min)_W>0.8_N000001309,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQPOSW_r1,ERX1940288,ERR1879813,run_ARG_BQPOSW_6_66112AAXX.IND9,ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1879813/ERR1879813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1879813/ERR1879813_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR187/003/ERR1879813,,,,,,,,,,
2872,TARA_N000001303,SAMEA2732628,ERS491412,TARA_092,TARA_20110226T1408Z_092_EVENT_NET,[SRF] surface water layer (ENVO:00010504),9,3,15,20,180,TARA_092_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20110226T1408Z_092_EVENT_NET_SRF_(9m)_SEQ-(500mL-or-15min)_N20-180_N000001303,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQQOSW_r1,ERX1823175,ERR1756295,run_ARG_BQQOSW_3_64TC8AAXX.IND10,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/005/ERR1756295/ERR1756295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/005/ERR1756295/ERR1756295_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/005/ERR1756295,,,,,,,,,,
2873,TARA_N000001303,SAMEA2732628,ERS491412,TARA_092,TARA_20110226T1408Z_092_EVENT_NET,[SRF] surface water layer (ENVO:00010504),9,3,15,20,180,TARA_092_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20110226T1408Z_092_EVENT_NET_SRF_(9m)_SEQ-(500mL-or-15min)_N20-180_N000001303,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQQOSW_r1,ERX1823189,ERR1756320,run_ARG_BQQOSW_6_66109AAXX.IND10,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/000/ERR1756320/ERR1756320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/000/ERR1756320/ERR1756320_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/000/ERR1756320,,,,,,,,,,
2874,TARA_N000001305,SAMEA2732583,ERS491407,TARA_092,TARA_20110226T1230Z_092_EVENT_NET,[SRF] surface water layer (ENVO:00010504),9,3,15,180,2000,TARA_092_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20110226T1230Z_092_EVENT_NET_SRF_(9m)_SEQ-(500mL-or-15min)_N180-2000_N000001305,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQROSW_r1,ERX1823287,ERR1755990,run_ARG_BQROSW_1_66304AAXX.IND11,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/000/ERR1755990/ERR1755990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/000/ERR1755990/ERR1755990_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/000/ERR1755990,,,,,,,,,,
2875,TARA_N000001305,SAMEA2732583,ERS491407,TARA_092,TARA_20110226T1230Z_092_EVENT_NET,[SRF] surface water layer (ENVO:00010504),9,3,15,180,2000,TARA_092_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20110226T1230Z_092_EVENT_NET_SRF_(9m)_SEQ-(500mL-or-15min)_N180-2000_N000001305,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQROSW_r1,ERX1823320,ERR1756018,run_ARG_BQROSW_1_64TC8AAXX.IND11,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/008/ERR1756018/ERR1756018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/008/ERR1756018/ERR1756018_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/008/ERR1756018,,,,,,,,,,
2876,TARA_N000001271,SAMEA2621844,ERS491497,TARA_094,TARA_20110318T1157Z_094_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,5,TARA_094_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20110318T1157Z_094_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000001271,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQSOSW_r1,ERX1823126,ERR1755895,run_ARG_BQSOSW_1_64TALAAXX.IND4,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/005/ERR1755895/ERR1755895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/005/ERR1755895/ERR1755895_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/005/ERR1755895,,,,,,,,,,
2877,TARA_N000001271,SAMEA2621844,ERS491497,TARA_094,TARA_20110318T1157Z_094_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,5,TARA_094_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20110318T1157Z_094_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000001271,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQSOSW_r1,ERX1823328,ERR1756297,run_ARG_BQSOSW_5_66112AAXX.IND4,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/007/ERR1756297/ERR1756297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/007/ERR1756297/ERR1756297_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/007/ERR1756297,,,,,,,,,,
2878,TARA_N000001272,SAMEA2732834,ERS491506,TARA_094,TARA_20110318T2102Z_094_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,5,20,TARA_094_SRF_5-20,SEQ-(500mL-or-15min)_N5-20,TARA_20110318T2102Z_094_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001272,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQTOSW_r1,ERX1823250,ERR1756027,run_ARG_BQTOSW_1_64TALAAXX.IND3,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/007/ERR1756027/ERR1756027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/007/ERR1756027/ERR1756027_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/007/ERR1756027,,,,,,,,,,
2879,TARA_N000001273,SAMEA2732773,ERS491505,TARA_094,TARA_20110318T2019Z_094_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,20,180,TARA_094_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20110318T2019Z_094_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001273,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQVOSW_r1,ERX1823226,ERR1756231,run_ARG_BQVOSW_7_66112AAXX.IND12,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/001/ERR1756231/ERR1756231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/001/ERR1756231/ERR1756231_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/001/ERR1756231,,,,,,,,,,
2880,TARA_N000001273,SAMEA2732773,ERS491505,TARA_094,TARA_20110318T2019Z_094_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,20,180,TARA_094_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20110318T2019Z_094_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001273,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BQVOSW_r1,ERX1823331,ERR1756028,run_ARG_BQVOSW_1_64TALAAXX.IND12,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/008/ERR1756028/ERR1756028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/008/ERR1756028/ERR1756028_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/008/ERR1756028,,,,,,,,,,
2881,TARA_N000001268,SAMEA2732772,ERS491504,TARA_094,TARA_20110318T1526Z_094_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,180,2000,TARA_094_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20110318T1526Z_094_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001268,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BRAOSW_r1,ERX1823053,ERR1756275,run_ARG_BRAOSW_1_64TALAAXX.IND11,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/005/ERR1756275/ERR1756275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/005/ERR1756275/ERR1756275_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/005/ERR1756275,,,,,,,,,,
2882,TARA_N000001268,SAMEA2732772,ERS491504,TARA_094,TARA_20110318T1526Z_094_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,180,2000,TARA_094_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20110318T1526Z_094_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001268,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BRAOSW_r1,ERX1823270,ERR1755873,run_ARG_BRAOSW_8_64T1AAAXX.IND11,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/003/ERR1755873/ERR1755873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/003/ERR1755873/ERR1755873_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/003/ERR1755873,,,,,,,,,,
2883,TARA_N000001266,SAMEA2621854,ERS491514,TARA_095,TARA_20110321T1301Z_095_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,5,TARA_095_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20110321T1301Z_095_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000001266,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BRCOSW_r1,ERX1823185,ERR1755944,run_ARG_BRCOSW_7_64TC8AAXX.IND9,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/004/ERR1755944/ERR1755944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/004/ERR1755944/ERR1755944_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/004/ERR1755944,,,,,,,,,,
2884,TARA_N000001266,SAMEA2621854,ERS491514,TARA_095,TARA_20110321T1301Z_095_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,5,TARA_095_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20110321T1301Z_095_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000001266,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BRCOSW_r1,ERX1823344,ERR1756130,run_ARG_BRCOSW_7_64T1AAAXX.IND9,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/000/ERR1756130/ERR1756130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/000/ERR1756130/ERR1756130_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/000/ERR1756130,,,,,,,,,,
2885,TARA_N000001265,SAMEA2732120,ERS491522,TARA_095,TARA_20110321T1808Z_095_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,5,20,TARA_095_SRF_5-20,SEQ-(500mL-or-15min)_N5-20,TARA_20110321T1808Z_095_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001265,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BRDOSW_r1,ERX1822893,ERR1756031,run_ARG_BRDOSW_7_64TC8AAXX.IND8,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/001/ERR1756031/ERR1756031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/001/ERR1756031/ERR1756031_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/001/ERR1756031,,,,,,,,,,
2886,TARA_N000001265,SAMEA2732120,ERS491522,TARA_095,TARA_20110321T1808Z_095_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,5,20,TARA_095_SRF_5-20,SEQ-(500mL-or-15min)_N5-20,TARA_20110321T1808Z_095_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001265,PRJEB6610,,18S_PCR,MetaBar_18S,ARG_BRDOSW_r1,ERX1823203,ERR1756322,run_ARG_BRDOSW_8_66109AAXX.IND8,ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/002/ERR1756322/ERR1756322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR175/002/ERR1756322/ERR1756322_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR175/002/ERR1756322,,,,,,,,,,
