PARAMETER ID @ COMMENT,16065@TARA_barcode#,16065@BioSamples accession number (SAMEA#),16065@ENA sample accession number (ERS#),102005@TARA_station#,500000@TARA_event-datetime_station#_event-type,"139620@[abbreviation], full name (ENVO:ID) from which this sample was collected",139619@from which this sample was collected,3@from which this sample was collected,4@from which this sample was collected,139766@used on board to prepare samples,139765@used on board to prepare samples,145407@TARA_station#_environmental-feature_size-fraction,"16119@short label describing the target analysis (BGC=biogeochemistry, IMG=imaging, SEQ=sequencing), methodological specificity (e.g. volume, time, preservative, destination), and size fraction (N=sample material collected with a net, W=water collected with a pump/bottles/bucket, CW=water concentrated by tangential filtration)",790@TARA_event-datetime_station#_event-type_environmental-feature_(depth)_protocol-label_size-fraction_sample-barcode,@ENA study accession number (PRJ#),@nucleic acids preparation ,@18S and 16S rDNA amplicons generation,@Illumina libraries preparation,54242@library name,@ENA experiment accession number (ERX#),@ENA run accession number (ERR#),@ENA run alias,54242@nucleotides data file (fastq format) from ENA's sequence read archive ,54242@nucleotides data file from ENA's sequence read archive ,,,,,,,,,,
PARAMETER,Sample ID,Sample ID,Sample ID,Station label,Event label,Environmental feature,"Depth, nominal","Depth, top/min","Depth, bottom/max","Size fraction, lower threshold","Size fraction, upper threshold",Sample material,Sample method,Sample code/label,Analysis ID,Analysis method,Analysis method,Analysis method,Analysis label,Analysis ID,Analysis ID,Analysis label,Uniform resource locator/link to metadata file,Uniform resource locator/link to metadata file,,,,,,,,,,
PI,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Pesant,Alberti,Alberti,Alberti,Alberti,pesant,Alberti,Alberti,Alberti,pesant,pesant,,,,,,,,,,
METHOD,"registered at PANGAEA, Data Publisher for Earth and Environmental Science (www.pangaea.de)",registered at the BioSamples database (http://www.ebi.ac.uk/biosamples/),registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),"registered at PANGAEA, Data Publisher for Earth and Environmental Science (www.pangaea.de)","registered at PANGAEA, Data Publisher for Earth and Environmental Science (www.pangaea.de)","terms registered at EnvO, the Environmental Ontology (http://environmentontology.org/)",,,,described in (Pesant et al. 2017),described in (Pesant et al. 2017),,described in (Pesant et al. 2017),,registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),,,,,registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),registered at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),published at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),published at the European Nucleotides Archive (http://www.ebi.ac.uk/ENA/),,,,,,,,,,
COMMENT,TARA_barcode#,BioSamples accession number (SAMEA#),ENA sample accession number (ERS#),TARA_station#,TARA_event-datetime_station#_event-type,"[abbreviation], full name (ENVO:ID) from which this sample was collected",from which this sample was collected,from which this sample was collected,from which this sample was collected,used on board to prepare samples,used on board to prepare samples,TARA_station#_environmental-feature_size-fraction,"short label describing the target analysis (BGC=biogeochemistry, IMG=imaging, SEQ=sequencing), methodological specificity (e.g. volume, time, preservative, destination), and size fraction (N=sample material collected with a net, W=water collected with a pump/bottles/bucket, CW=water concentrated by tangential filtration)",TARA_event-datetime_station#_event-type_environmental-feature_(depth)_protocol-label_size-fraction_sample-barcode,ENA study accession number (PRJ#),nucleic acids preparation ,18S and 16S rDNA amplicons generation,Illumina libraries preparation,library name,ENA experiment accession number (ERX#),ENA run accession number (ERR#),ENA run alias,nucleotides data file (fastq format) from ENA's sequence read archive ,nucleotides data file from ENA's sequence read archive ,,,,,,,,,,
261,TARA_N000001650,SAMEA2622184,ERS491949,TARA_102,TARA_20110421T2007Z_102_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,5,TARA_102_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20110421T2007Z_102_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000001650,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ANQIOSF_r1,ERX947991,ERR868357,run_AHX_ANQIOSF_8_C070GACXX.IND10,ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868357/ERR868357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868357/ERR868357_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR868/ERR868357,,,,,,,,,,
262,TARA_N000001654,SAMEA2656991,ERS491962,TARA_102,TARA_20110421T2222Z_102_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,5,20,TARA_102_SRF_5-20,SEQ-(500mL-or-15min)_N5-20,TARA_20110421T2222Z_102_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001654,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ANRIOSF_r3,ERX1796646,ERR1726841,run_AHX_ANRIOSF_5_C084LACXX.IND10,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726841/ERR1726841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726841/ERR1726841_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/001/ERR1726841,,,,,,,,,,
263,TARA_N000001658,SAMEA2657092,ERS491958,TARA_102,TARA_20110421T2042Z_102_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,20,180,TARA_102_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20110421T2042Z_102_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001658,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ANSIOSF_r2,ERX1796804,ERR1726709,run_AHX_ANSIOSF_6_C084LACXX.IND11,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726709/ERR1726709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726709/ERR1726709_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726709,,,,,,,,,,
264,TARA_N000001662,SAMEA2657072,ERS491970,TARA_102,TARA_20110421T2303Z_102_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,180,2000,TARA_102_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20110421T2303Z_102_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001662,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ANTIOSF_r1,ERX1796929,ERR1726705,run_AHX_ANTIOSF_1_C0D15ACXX.IND1,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726705/ERR1726705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726705/ERR1726705_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/005/ERR1726705,,,,,,,,,,
265,TARA_N000001646,SAMEA2622182,ERS491947,TARA_102,TARA_20110421T2007Z_102_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,>0.8,TARA_102_SRF_0.8->,SEQ-(100L-or-15min)_W>0.8,TARA_20110421T2007Z_102_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001646,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ANVIOSF_r1,ERX1796580,ERR1726628,run_AHX_ANVIOSF_2_C0D15ACXX.IND2,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726628/ERR1726628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726628/ERR1726628_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/008/ERR1726628,,,,,,,,,,
266,TARA_N000000928,SAMEA2657040,ERS489955,TARA_064,TARA_20100707T0714Z_064_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,5,20,TARA_064_SRF_5-20,SEQ-(500mL-or-15min)_N5-20,TARA_20100707T0714Z_064_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000000928,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_ANXIOSF_r1,ERX556270,ERR599282,run_AHX_ANXIOSF_2_D0744ACXX.IND2,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599282/ERR599282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599282/ERR599282_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599282,,,,,,,,,,
267,TARA_N000001652,SAMEA2622230,ERS492023,TARA_102,TARA_20110422T2113Z_102_EVENT_PUMP,[DCM] deep chlorophyll maximum layer (ENVO:01000326),40,38,42,0.8,5,TARA_102_DCM_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20110422T2113Z_102_EVENT_PUMP_DCM_(40m)_SEQ-(100L-or-15min)_W0.8-5_N000001652,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APAIOSF_r1,ERX948043,ERR868422,run_AHX_APAIOSF_1_D0C38ACXX.IND4,ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868422/ERR868422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868422/ERR868422_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR868/ERR868422,,,,,,,,,,
268,TARA_N000001652,SAMEA2622230,ERS492023,TARA_102,TARA_20110422T2113Z_102_EVENT_PUMP,[DCM] deep chlorophyll maximum layer (ENVO:01000326),40,38,42,0.8,5,TARA_102_DCM_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20110422T2113Z_102_EVENT_PUMP_DCM_(40m)_SEQ-(100L-or-15min)_W0.8-5_N000001652,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APAIOSF_r1,ERX948049,ERR868440,run_AHX_APAIOSF_8_D2C56ACXX.IND4,ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868440/ERR868440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868440/ERR868440_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR868/ERR868440,,,,,,,,,,
269,TARA_N000001656,SAMEA2622232,ERS492025,TARA_102,TARA_20110422T2113Z_102_EVENT_PUMP,[DCM] deep chlorophyll maximum layer (ENVO:01000326),40,38,42,5,20,TARA_102_DCM_5-20,SEQ-(500mL-or-15min)_W5-20,TARA_20110422T2113Z_102_EVENT_PUMP_DCM_(40m)_SEQ-(500mL-or-15min)_W5-20_N000001656,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APBIOSF_r1,ERX1796757,ERR1726742,run_AHX_APBIOSF_8_C06VLACXX.IND6,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726742/ERR1726742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726742/ERR1726742_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/002/ERR1726742,,,,,,,,,,
270,TARA_N000001660,SAMEA2657087,ERS492004,TARA_102,TARA_20110422T2017Z_102_EVENT_NET,[DCM] deep chlorophyll maximum layer (ENVO:01000326),40,38,42,20,180,TARA_102_DCM_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20110422T2017Z_102_EVENT_NET_DCM_(40m)_SEQ-(500mL-or-15min)_N20-180_N000001660,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APCIOSF_r1,ERX1796886,ERR1726659,run_AHX_APCIOSF_2_D0C38ACXX.IND6,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726659/ERR1726659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726659/ERR1726659_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726659,,,,,,,,,,
271,TARA_N000001664,SAMEA2657097,ERS492000,TARA_102,TARA_20110422T1920Z_102_EVENT_NET,[DCM] deep chlorophyll maximum layer (ENVO:01000326),40,38,42,180,2000,TARA_102_DCM_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20110422T1920Z_102_EVENT_NET_DCM_(40m)_SEQ-(500mL-or-15min)_N180-2000_N000001664,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APDAOSF_r1,ERX1771184,ERR1700911,run_AHX_APDAOSF_3_D0C38ACXX.IND5,ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700911/ERR1700911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/001/ERR1700911/ERR1700911_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR170/001/ERR1700911,,,,,,,,,,
272,TARA_N000001648,SAMEA2622228,ERS492021,TARA_102,TARA_20110422T2113Z_102_EVENT_PUMP,[DCM] deep chlorophyll maximum layer (ENVO:01000326),40,38,42,0.8,>0.8,TARA_102_DCM_0.8->,SEQ-(100L-or-15min)_W>0.8,TARA_20110422T2113Z_102_EVENT_PUMP_DCM_(40m)_SEQ-(100L-or-15min)_W>0.8_N000001648,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APEIOSF_r1,ERX1796691,ERR1726842,run_AHX_APEIOSF_4_D0C38ACXX.IND7,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726842/ERR1726842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726842/ERR1726842_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/002/ERR1726842,,,,,,,,,,
273,TARA_N000001684,SAMEA2622206,ERS491989,TARA_102,TARA_20110422T1210Z_102_Combined-EVENTS_CAST,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),480,478,482,0.8,3,TARA_102_MES_0.8-3,SEQ-(100L-or-15min)_W0.8-3,TARA_20110422T1210Z_102_Combined-EVENTS_CAST_MES_(480m)_SEQ-(100L-or-15min)_W0.8-3_N000001684,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APFIOSF_r1,ERX948109,ERR868362,run_AHX_APFIOSF_5_D0C38ACXX.IND8,ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868362/ERR868362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868362/ERR868362_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR868/ERR868362,,,,,,,,,,
274,TARA_N000000756,SAMEA2620988,ERS490201,TARA_067,TARA_20100907T0619Z_067_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,5,TARA_067_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20100907T0619Z_067_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000000756,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APHIOSF_r1,ERX556283,ERR599302,run_AHX_APHIOSF_8_D0744ACXX.IND8,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599302/ERR599302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599302/ERR599302_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599302,,,,,,,,,,
275,TARA_N000000742,SAMEA2657014,ERS490220,TARA_067,TARA_20100907T1016Z_067_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,5,20,TARA_067_SRF_5-20,SEQ-(500mL-or-15min)_N5-20,TARA_20100907T1016Z_067_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000000742,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APIIOSF_r1,ERX556273,ERR599295,run_AHX_APIIOSF_2_C03EPACXX.IND9,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599295/ERR599295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599295/ERR599295_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599295,,,,,,,,,,
276,TARA_N000000746,SAMEA2657065,ERS490216,TARA_067,TARA_20100907T0825Z_067_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,20,180,TARA_067_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20100907T0825Z_067_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000746,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APKIOSF_r1,ERX556292,ERR599269,run_AHX_APKIOSF_3_C03EPACXX.IND10,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599269/ERR599269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599269/ERR599269_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599269,,,,,,,,,,
277,TARA_N000000750,SAMEA2656969,ERS490210,TARA_067,TARA_20100907T0659Z_067_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,180,2000,TARA_067_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20100907T0659Z_067_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000750,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APLIOSF_r1,ERX556229,ERR599255,run_AHX_APLIOSF_6_C03EPACXX.IND11,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599255/ERR599255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599255/ERR599255_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599255,,,,,,,,,,
278,TARA_N000000759,SAMEA2620985,ERS490198,TARA_067,TARA_20100907T0619Z_067_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,>0.8,TARA_067_SRF_0.8->,SEQ-(100L-or-15min)_W>0.8,TARA_20100907T0619Z_067_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000000759,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APMIOSF_r1,ERX556241,ERR599238,run_AHX_APMIOSF_7_C03EPACXX.IND12,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599238/ERR599238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599238/ERR599238_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599238,,,,,,,,,,
279,TARA_N000000620,SAMEA2621265,ERS490670,TARA_078,TARA_20101104T1015Z_078_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,5,TARA_078_SRF_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20101104T1015Z_078_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000000620,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APNIOSF_r1,ERX556285,ERR599311,run_AHX_APNIOSF_4_D08GVACXX.IND6,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599311/ERR599311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599311/ERR599311_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599311,,,,,,,,,,
280,TARA_N000000625,SAMEA2657029,ERS490687,TARA_078,TARA_20101104T1424Z_078_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,5,20,TARA_078_SRF_5-20,SEQ-(500mL-or-15min)_N5-20,TARA_20101104T1424Z_078_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000000625,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APPIOSF_r1,ERX556203,ERR599250,run_AHX_APPIOSF_5_D08GVACXX.IND7,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599250/ERR599250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599250/ERR599250_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599250,,,,,,,,,,
281,TARA_N000001510,SAMEA2657067,ERS490683,TARA_078,TARA_20101104T1322Z_078_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,20,180,TARA_078_SRF_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20101104T1322Z_078_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001510,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APQIOSF_r1,ERX556226,ERR599263,run_AHX_APQIOSF_6_D08GVACXX.IND8,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599263/ERR599263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599263/ERR599263_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599263,,,,,,,,,,
282,TARA_N000001514,SAMEA2656977,ERS490679,TARA_078,TARA_20101104T1131Z_078_EVENT_NET,[SRF] surface water layer (ENVO:00010504),5,3,7,180,2000,TARA_078_SRF_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20101104T1131Z_078_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001514,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APRIOSF_r1,ERX556209,ERR599245,run_AHX_APRIOSF_7_D08GVACXX.IND9,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599245/ERR599245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599245/ERR599245_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599245,,,,,,,,,,
283,TARA_N000000616,SAMEA2621263,ERS490668,TARA_078,TARA_20101104T1015Z_078_EVENT_PUMP,[SRF] surface water layer (ENVO:00010504),5,3,7,0.8,>0.8,TARA_078_SRF_0.8->,SEQ-(100L-or-15min)_W>0.8,TARA_20101104T1015Z_078_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000000616,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APSIOSF_r1,ERX556216,ERR599237,run_AHX_APSIOSF_6_D0BJ4ACXX.IND10,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599237/ERR599237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599237/ERR599237_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599237,,,,,,,,,,
284,TARA_N000000622,SAMEA2621282,ERS490701,TARA_078,TARA_20101104T1816Z_078_Combined-EVENTS_CAST,[DCM] deep chlorophyll maximum layer (ENVO:01000326),120,118,122,0.8,5,TARA_078_DCM_0.8-5,SEQ-(100L-or-15min)_W0.8-5,TARA_20101104T1816Z_078_Combined-EVENTS_CAST_DCM_(120m)_SEQ-(100L-or-15min)_W0.8-5_N000000622,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APTIOSF_r1,ERX556250,ERR599322,run_AHX_APTIOSF_7_D0BJ4ACXX.IND11,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599322/ERR599322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599322/ERR599322_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599322,,,,,,,,,,
285,TARA_N000001512,SAMEA2657102,ERS490712,TARA_078,TARA_20101104T2013Z_078_EVENT_NET,[DCM] deep chlorophyll maximum layer (ENVO:01000326),120,118,122,20,180,TARA_078_DCM_20-180,SEQ-(500mL-or-15min)_N20-180,TARA_20101104T2013Z_078_EVENT_NET_DCM_(120m)_SEQ-(500mL-or-15min)_N20-180_N000001512,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APVIOSF_r1,ERX556200,ERR599262,run_AHX_APVIOSF_8_D0BJ4ACXX.IND12,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599262/ERR599262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599262/ERR599262_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599262,,,,,,,,,,
286,TARA_N000001516,SAMEA2657042,ERS490708,TARA_078,TARA_20101104T1837Z_078_EVENT_NET,[DCM] deep chlorophyll maximum layer (ENVO:01000326),120,118,122,180,2000,TARA_078_DCM_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20101104T1837Z_078_EVENT_NET_DCM_(120m)_SEQ-(500mL-or-15min)_N180-2000_N000001516,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APXIOSF_r1,ERX1796872,ERR1726825,run_AHX_APXIOSF_1_C7T36ACXX.IND9,ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726825/ERR1726825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726825/ERR1726825_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR172/005/ERR1726825,,,,,,,,,,
287,TARA_N000001516,SAMEA2657042,ERS490708,TARA_078,TARA_20101104T1837Z_078_EVENT_NET,[DCM] deep chlorophyll maximum layer (ENVO:01000326),120,118,122,180,2000,TARA_078_DCM_180-2000,SEQ-(500mL-or-15min)_N180-2000,TARA_20101104T1837Z_078_EVENT_NET_DCM_(120m)_SEQ-(500mL-or-15min)_N180-2000_N000001516,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_APXIOSF_r1,ERX556293,ERR599265,run_AHX_APXIOSF_3_D0AE1ACXX.IND9,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599265/ERR599265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599265/ERR599265_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599265,,,,,,,,,,
288,TARA_N000000618,SAMEA2621280,ERS490699,TARA_078,TARA_20101104T1816Z_078_Combined-EVENTS_CAST,[DCM] deep chlorophyll maximum layer (ENVO:01000326),120,118,122,0.8,>0.8,TARA_078_DCM_0.8->,SEQ-(100L-or-15min)_W>0.8,TARA_20101104T1816Z_078_Combined-EVENTS_CAST_DCM_(120m)_SEQ-(100L-or-15min)_W>0.8_N000000618,PRJEB4352,Euk_DNA_RNA_ext,,MetaG,AHX_AQAIOSF_r1,ERX556233,ERR599240,run_AHX_AQAIOSF_4_D0AE1ACXX.IND10,ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599240/ERR599240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599240/ERR599240_2.fastq.gz;,ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599240,,,,,,,,,,
